"Cluster","Mes","Tratamiento","N_Simulaciones","N_Ventas","Tasa_Curse","Tasa_Promedio","Monto_Promedio","Plazo_Promedio","Tasa_Prom","Revenue_Potencial"
"Renta Alta","2019-02","Ejecutivo=1, Correos=2",12781,3626,28.3702370706518,1.75452528941156,24832295.4697598,27.4095923636648,0.0175452528941156,24152384113.5374
"Renta Alta","2019-03","Ejecutivo=0, Correos=0",1068,332,31.0861423220974,1.75740621802642,21733808.4588015,27.1779026217228,0.0175740621802642,1921881562.5076
"Renta Alta","2019-03","Ejecutivo=0, Correos=1",1216,380,31.25,1.74821937992021,20978887.4975329,27.2878289473684,0.0174821937992021,2120327831.87721
"Renta Alta","2019-03","Ejecutivo=0, Correos=2",1027,301,29.3086660175268,1.74942051082916,20774869.7244401,27.4868549172347,0.0174942051082916,1677008455.1385
"Renta Alta","2019-03","Ejecutivo=0, Correos=3",2650,802,30.2641509433962,1.74579862394358,20992055.0226415,27.3777358490566,0.0174579862394358,4486468056.20491
"Renta Alta","2019-03","Ejecutivo=0, Correos=4",4431,1339,30.2189122094335,1.74977126889692,21047503.4748364,27.4958248702325,0.0174977126889692,7562263941.25279
"Renta Alta","2019-03","Ejecutivo=1, Correos=0",1849,509,27.5283937263386,1.74573722415133,23000946.9605192,27.7566252028123,0.0174573722415133,3164599183.5563
"Renta Alta","2019-03","Ejecutivo=1, Correos=1",2212,628,28.3905967450271,1.77013234001436,25256385.5443038,27.3358951175407,0.0177013234001436,4282994207.54496
"Renta Alta","2019-03","Ejecutivo=1, Correos=2",12841,3678,28.6426290787322,1.75106967460148,25410344.8457285,27.5191963242738,0.0175106967460148,25120056094.3228
"Renta Alta","2019-04","Ejecutivo=0, Correos=0",1010,306,30.2970297029703,1.76970528316994,21782850.4475248,27.3663366336634,0.0176970528316994,1801533995.74839
